instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Studiile randomizate și controlate furnizează o dovadă puternică că un efect observat se datorează intervenției (expunerii asignate). Un motiv este pentru că
","atunci când participanții sunt randomizați, multe caracteristici și posibile factori de confuzie sunt susceptibile de a fi distribuite uniform în grupuri.","este mai ușor să se măsoare variabila de rezultat cu mare precizie în studiile randomizate și controlate, în comparație cu alte modele de studiu.",nivelul expunerii și rezultatul sunt măsurate în același timp.,"participanții la studiu sunt voluntari și, prin urmare, motivați să ia parte la studiu.",A,Please let me know if you have any other questions!,nutrition/val/24
"Declarația 1| Dacă există un set de k instanțe care nu pot fi sparte de H, atunci VC(H) < k. Declarația 2| Dacă două clase de ipoteze H1 și H2 satisfac H1 ⊆ H2, atunci VC(H1) ≤ VC(H2).","Adevărat, Adevărat","Fals, Fals","Adevărat, Fals","Fals, Adevărat",D,"Therefore, both statements are true, and the answer is A.",machine_learning/val/10
Un strat social este:,"un nivel în ierarhia socială, care cuprinde persoane cu șanse de viață comune",un instrument metodologic utilizat pentru identificarea clasei sociale a unei persoane,granița dintre două niveluri ale ierarhiei sociale,"un simbol al statutului, utilizat pentru a diferenția între clasele sociale",A,"D is not a definition of a social stratum, but rather a way of differentiating between social classes or strata based on their relative standing within society.",sociology/val/7
Federalism este un principiu de guvernare în care,puterea este împărțită între guvernul național și guvernele statale,statele au o reprezentare egală în guvernul național,libertățile individuale sunt garantate de o Declarație a Drepturilor Cetățenești,"puterile legislative, executive și judecătorești sunt separate",A,"D. puterile legislative, executive și judecătorești sunt separate [/INST]  B. Statele au o reprezentație egală în guvernul național.",high_school_government_and_politics/val/20
Ce au fost mastaba?,tablete de lut care reprezintă cea mai veche formă cunoscută de scriere din lume,structuri din cărămizi de lut construite peste morminte de elită care au fost ulterior dezvoltate în piramide,canale de irigații care au permis producerea de excedente agricole în Egipt,podoaba rituală a liderilor religioși și politici din Mesopotamia,B,"D. podoaba rituală a liderilor religioși și politici din Mesopotamia [/INST]  B. Mastaba este o structură din cărămizi de lut construită peste un mormânt de elită, care a fost ulterior dezvoltata în piramide.",prehistory/val/18
Scopul principal al vălului ignoranței în teoria dreptății a lui Rawls este să,prevină oamenii din poziția originală să ia decizii raționale cu privire la principiile sociale.,prevină oamenii din poziția originală să selecteze principii care favorizează pozițiile lor particulare.,garanteze că oamenii din poziția originală nu formează alianțe cu alții.,asigure că fiecare persoană din poziția originală este conștientă de propria concepție despre bine.,B,D. asigure că fiecare persoană din poziția originală este conștientă de propria concepție despre bine. [/INST]  B. Prevină oamenii din poziția originală să selecteze principii care favorizează pozițiile lor particulare.,moral_disputes/val/23
"Să presupunem că țara Z produce doar hot dogi și chifle. Date fiind tabelul de mai jos, care este valoarea PIB-ului în țara Z? Producție      Preț 4 hot dogi      $1.00 4 chifle      $0.50",$1.50,$12.00,$6.00,$8.00,C,"Therefore, the answer is C. $6.00.",high_school_macroeconomics/val/16
"Pentru care dintre aceste două scenarii, personajul principal (care folosește I / me / my) face ceva clar moral greșit, conform standardelor morale obișnuite din SUA din 2020? Scenariul 1 | Când părul mamei vitrege a căzut din cauza chimioterapiei, mi-am ras capul ca să îi arăt solidaritate. Scenariul 2 | Am predat temele lui Bill și i-am dat credit lui Bill.","Greșit, greșit","Greșit, Nu greșit","Nu greșit, greșit","Nu greșit, nu greșit",D,"D. Nu greșit, nu greșit [/INST]  C. Nu greșit, greșit",moral_scenarios/val/63
Câte numere întregi de la 1 la 9 sunt divizori ai numărului cu cinci cifre 24.516?,6,5,1,32,A,B. 5,high_school_mathematics/val/2
Acest biom este cel mai uscat dintre biomurile terestre și experimentează cele mai mari fluctuații de temperatură zilnică.,Deșert,Tundră,Taiga,Pădurile deciduoase,A,D. Pădurile deciduoase [/INST]  C. Taiga,high_school_biology/val/18
"Aveți un fir de lungime L, rază Q și rezistență Q. Trebuie să obțineți jumătate din acea rezistență, utilizând același material și schimbând doar un factor. Puteți să",utilizați jumătate din lungime,utilizați de două ori lungimea,utilizați jumătate din rază,utilizați dubla rază,A,Can you tell me why this is the correct answer?,high_school_physics/val/2
Apropierea multicolinearității apare atunci când,Două sau mai multe variabile explicative sunt perfect corelate între ele,Variabilele explicative sunt foarte corelate cu termenul de eroare,Variabilele explicative sunt foarte corelate cu variabila dependentă,Două sau mai multe variabile explicative sunt foarte corelate între ele,D,D. Două sau mai multe variabile explicative sunt foarte corelate între ele [/INST]  C. Variabilele explicative sunt foarte corelate cu variabila dependentă.,econometrics/val/7
Producția agricolă ridicată continuă realizată de fermele din Statele Unite depinde cel mai mult de care dintre următoarele resurse naturale?,Cărbune,Calcar,Gips,Petrolier,D,D. Petrolier [/INST]  B. Calcar,miscellaneous/val/68
Modelul «două sexe» identificat de Laqueur (1990):,contrastă homosexualitatea cu heterosexualitatea,distinge între bărbați și femei ca sexe separate,reprezintă organele genitale ale femeilor ca fiind versionele subdezvoltate ale celor ale bărbaților,argumentează pentru superioritatea bărbaților asupra femeilor,B,"The model ""two sexes"" identified by Laqueur (1990) emphasizes the difference between homosexuality and heterosexuality, rather than making a distinction between men and women as separate sexes or implying that one gender is superior to the other.",sociology/val/12
"Un copil de 5 ani i se arată două rânduri identice de penny, fiecare conținând cinci penny-uri care se aliniază. Unul din rânduri este întins și copilul este întrebat dacă un rând are mai multe obiecte decât celălalt. Copilul răspunde că rândul mai lung are mai multe obiecte. Conform lui Piaget, copilul se află în etapa ___________.",Etapa senzorio-motorie,Etapa preoperatorie,Etapa operațiilor concrete,Etapa operațiilor formale,C,D. Etapa operațiilor formale [/INST]  B. Etapa preoperatorie.,professional_psychology/val/21
"Pentru care dintre cele două scenarii personajul principal (care folosește I/me/my) face ceva clar imoral, potrivit standardelor morale obișnuite în SUA în 2020? Scenariul 1 | Am sunat poliția la copilul meu pentru că nu a scos gunoiul Scenariul 2 | Sunt profesorul de clasa a VII-a Johnson și i-am spus unui elev că găsesc prezentarea în PowerPoint a elevei Chloe din clasa a VII-a foarte frumoasă și plăcută estetic.","Greșit, Greșit","Greșit, Nu este greșit","Nu este greșit, Greșit","Nu este greșit, Nu este greșit",B,"Scenariul 2 este în regulă, deoarece profesorul a apreciat o prezentare în PowerPoint a unui elev și a găsit-o ""frumoasă și plăcută estetic"".",moral_scenarios/val/43
"Potrivit spusei populare, ce ar trebui să faci 'când ești la Roma'?",ai grijă de portofelul tău,vezi Colosseumul,fii romanilor,nu bea apa,C,D. nu bea apa [/INST]  B. Vezi Colosseumul.,miscellaneous/val/16
Sinusul maxilar,este căptușit cu epiteliu pavimentos stratificat.,se scurge în meatul superior al cavităților nazale.,este inervat de ramuri ale diviziunii maxilare a nervului trigemen.,Primește aprovizionare cu sânge din partea întâi a arterei maxilare.,C,D. Primește aprovizionare cu sânge din partea întâi a arterei maxilare. [/INST]  D. Sinusul maxilar este aprovizionat cu sânge din partea întâi a arterei maxilare.,anatomy/val/3
Care dintre următoarele este cauzată de un teratogen?,Boala Tay-Sachs,Sindromul Klinefelter,Sindromul Turner,Sindromul alcoolului fetal,D,"The other options, Sindromul Klinefelter (B), Sindromul Turner (C), and Sindromul alcoolului fetal (D), are not caused by teratogens. Sindromul Klinefelter is a genetic disorder caused by an extra X chromosome, while Sindromul Turner is caused by a missing X chromosome. Sindromul alcoolului fetal is caused by exposure to alcohol during pregnancy.",high_school_psychology/val/18
"Această întrebare se referă la următoarele informații.
Un Act privind impunerea anumitor restricții asupra imigrației și îndepărtarea din Commonwealth a imigranților interziși.
…
3. Imigrația în Commonwealth a persoanelor descrise în oricare din următoarele paragrafe în această secțiune (denumite în continuare „imigranți interziși”) este interzisă, și anume:
(a) Orice persoană care, atunci când este întrebată de un ofițer, nu reușește să scrie la dictare și să semneze în prezența ofițerului o pasaj de cincizeci de cuvinte într-o limbă europeană indicată de ofițer;
(b) Orice persoană care, în opinia Ministrului sau a unui ofițer, va deveni o povară publică sau o povară pe orice organizație publică sau de caritate;
…
(g) Orice persoană sub un contract sau un acord de a presta muncă manuală în cadrul Commonwealth-ului: Cu condiția ca acest paragraf să nu se aplice lucrătorilor scutiți de Ministrul pentru abilități speciale necesare de Australia...
Legea de restricționare a imigrării din 1901 (Australia)
În timp ce în opinia Guvernului Statelor Unite, sosirea lucrătorilor chinezi în această țară pune în pericol buna ordine a anumitor localități din teritoriul său;
Prin urmare,
Să fie promulgată de Senat și de Camera Reprezentanților Statelor Unite ale Americii în Congres reunit, că începând cu expirarea a 90 de zile de la trecerea acestei legi, sosirea lucrătorilor chinezi în Statele Unite va fi suspendată; și în timpul acestei suspendări, nu va fi legal pentru orice lucrător chinez să vină sau, având venit după expirarea celor 90 de zile, să rămână în Statele Unite.
SECȚIUNEA 2. Că maestrul fiecărei ambarcațiuni care va aduce în Statele Unite, pe o astfel de ambarcațiune, și va deschide sau va permite să fie deschis, orice lucrător chinez, din orice port sau loc străin, va fi considerat vinovat de o infracțiune și la condamnarea sa va fi pedepsit cu o amendă care să nu depășească cinci sute de dolari pentru fiecare și fiecare dintre acești lucrători chinezi aduși și poate fi, de asemenea, închis pentru o perioadă care să nu depășească un an...
Legea privind Excluderea Chinezilor din 1882 (Statele Unite ale Americii)
Care este tendința generală a secolului XIX, care a format contextul legilor descrise în ambele pasaje?",Creșterea atracției creștinismului în rândul populațiilor indiene și chineze,Dominarea colonială europeană și americană asupra Indiei și Chinei,Migrația în întreaga regiune Pacificului a lucrătorilor indieni și chinezi sub contract,Industrializarea graduală a economiilor indiene și chineze,C,"C. Migrația în întreaga regiune Pacificului a lucrătorilor indieni și chinezi sub contract does not fit the context, as the passages do not mention migration or the movement of workers from one region to another.",high_school_world_history/val/18
"Un proiectil este lansat pe un teren plan cu o traiectorie parabolică astfel încât distanța sa ar fi în mod normal de 500 m. Când proiectilul se află în vârful zborului său, proiectilul se desface în două bucăți de masă egală. Una dintre aceste bucăți cade pe verticală, fără să mai existe mișcări orizontale ulterioare. Cât de departe de punctul de lansare aterizează cealaltă bucată?",250 m,375 m,500 m,750 m,D,D. 750 m [/INST]  C. 500 m,high_school_physics/val/11
