instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Care dintre următoarele afirmații este inexactă?,Proporționalitatea este o modalitate de echilibrare a drepturilor individului cu protecția comunității în ansamblu,"Pentru ca o acțiune să fie proporțională, trebuie să fie legată de scopul legitim al măsurii statale contestate",Proporționalitatea este același lucru cu rezonabilitatea,Proporționalitatea ar trebui să însemne că statul ia cea mai puțin intruzivă acțiune care este necesară,C,C. Proporționalitatea este același lucru cu rezonabilitatea,international_law/val/5
"La un spital specific, pacienții diagnosticați cu carcinom pancreatic sunt întrebați despre starea lor actuală de fumat. La același spital, pacienții fără carcinom pancreatic sunt, de asemenea, întrebați despre starea lor actuală de fumat. Tabela următoare este construită.  Fumători Ne-fumători Total  Cancer pancreatic 50 40 90  Nu au cancer pancreatic 60 80 140  Total 110 120 230  Care este raportul de șanse că un pacient diagnosticat cu cancer pancreatic este un fumător curent comparativ cu un pacient fără cancer pancreatic?",(50/90)/(60/140),(50/40)/(60/80),(50/110)/(40/120),(50/60)/(40/80),A,A,virology/val/1
"Orașul Zarr a perceput taxe imobiliare în valoare de 500.000 de dolari, din care se așteaptă ca 1% să nu poată fi colectat. În timpul anului, orașul Zarr a colectat 450.000 de dolari. Ce sumă de venituri fiscale din proprietate ar trebui să raporteze orașul Zarr în declarația sa de activități privind guvernul pentru anul curent?",$0,"$450,000","$495,000",500000,C,B,professional_accounting/val/17
"Un cumpărător a semnat un contract de achiziție a unui teren de la un dezvoltator. Contractul a fost semnat pe 1 mai 2008, iar închiderea a fost stabilită pentru 15 iunie 2008. Terenul se afla într-o jurisdicție care are în vigoare următorul statut: Termenul de prescripție ""o acțiune pentru recuperarea posesiei terenurilor trebuie să fie înaintată în termen de douăzeci (20) de ani după data la care a apărut cauza, dar dacă o persoană care este îndreptățită să aducă o astfel de acțiune la momentul la care cauza a apărut se află în vârsta minorității (sub 21 de ani) sau suferă de o minte bolnavă, o astfel de acțiune poate fi introdusă în termen de zece (10) ani după înlăturarea acestei dizabilități."" Acest statut a fost promulgat în jurisdicție în 1932. Terenul în discuție a fost deținut de un medic în 1962. La 1 septembrie 1962, medicul a decedat intestat. Administratoarea medicului a vândut terenul dezvoltatorului la 1 noiembrie 1962, iar acesta l-a înregistrat în aceeași zi. În timpul căutării de titlu, cumpărătorul a aflat că administratoarea nu a obținut niciodată licența pentru vânzarea terenului în cauză. De asemenea, cumpărătorul a aflat că administratoarea nu a primit niciodată aprobarea vreunui tribunal cu privire la administrarea averii medicului. Mai mult, cumpărătorul a constatat că dezvoltatorul a intrat în posesia terenului în cauză la 1 noiembrie 1962. Dezvoltatorul a fost expulzat de pe terenul în cauză de o femeie la 1 octombrie 1982. Dezvoltatorul a recuperat apoi posesia terenului de la femeie printr-o acțiune de evacuare la 31 decembrie 1982. Cumpărătorul ar trebui să fie informat că dezvoltatorul a devenit proprietarul terenului în cauză la",1 noiembrie 1962. ,1 noiembrie 1982. ,31 decembrie 1982. ,31 decembrie 2002. ,D,"Cu toate acestea, rezultatul procesului greșit este evident ma manager toată cunoștința procesului (fără a crede că judecătorul nu ar fi citit procesul și programele nu fuseseră notificat) și procesul greșit poate",professional_law/val/151
Anhidrida Ba(OH)2 este,BaH2,BaOH,Ba,BaO,D,A,college_chemistry/val/5
Clientul susține autoapărare în cazul uciderii altuia. Ce nu este de obicei adevărat când este disponibilă forța letală?,"Trebuie să se retragă înainte de a folosi forța letală, dacă acest lucru poate fi făcut în siguranță, cu excepția cazului în care acuzatul se află în propria sa casă atunci când este confruntat cu un intrus.",Nu este nevoie să încerce să scape înainte de a utiliza forța letală.,Forța letală nu ar trebui să fie utilizată dacă este într-un raport disproporționat cu cantitatea de forță necesară în mod rezonabil în circumstanțe.,"Autoapărarea este, în general, disponibilă agresorului inițial.",D,A,professional_law/val/160
"Un vânător era într-o zi pe proprietatea sa în căutarea iepurilor și a altor animale mici, pe care le împușca uneori pentru sport. În timp ce se îndrepta spre o adunătură de tufe, a observat un drumeț, care, credea el, era un bărbat căutat de poliție. Drumețul, cu spatele la vânător, purta o pușcă pe umăr. Vânătorul l-a strigat pe drumeț să se oprească. Drumețul s-a speriat și, întorcându-se, pușca i-a căzut în față, îndreptându-se direct spre vânător. Vânătorul, crezând că drumețul încerca să-l împuște, și-a tras pușca asupra acestuia. Glonțul a ratat drumețul și a lovit un intrus de pe proprietate. Vânătorul era conștient că oamenii adesea intrau pe terenul său din cauza unui lac adiacent, care oferea activități de pescuit și caiac. Dacă intrusul revendică dreptul la acțiune împotriva vânătorului pentru lovire, atunci intrusul va","câștiga, pentru că vânătorul a intenționat să-l lovească pe drumeț. ","câștiga, pentru că intrusul a suferit un contact vătămător și ofensiv. ","nu va câștiga, deoarece vânătorul a împușcat accidental intrusul. ","nu va câștiga, deoarece vânătorul a acționat rezonabil în autoapărare. ",D,(a),professional_law/val/73
"Când costul marginal este egal cu prețul într-un mediu de piață a unui produs perfect competitiv la echilibrul de lungă durată, care dintre următoarele este INCORECT?",Există o producție și preț optimă social sau eficientă.,Alte piețe de produse sunt ineficiente în comparație.,Este un semn al concentrației mari printre vânzători.,Valoarea atribuită produsului de către cumpărător este egală cu costul de producție al vânzătorului la limita unei vânzări suplimentare.,C,C,high_school_microeconomics/val/2
Care a fost efectul armelor chimice asupra societății internaționale?,"Convenția privind armele chimice (CWC) a interzis posesia sau utilizarea armelor chimice; cu toate acestea, nu a reușit să pună în aplicare stipulațiile care ar fi necesitat să ceară semnatarelor să declare stocurile lor existente de arme chimice, să identifice facilitățile care erau implicate în producția chimică sau să anunțe când stocurile lor existente vor fi distruse.","CWC a făcut câteva dezvoltări importante cu privire la utilizarea și posesia armelor chimice și distrugerea stocurilor existente. Cu toate acestea, tratatul nu a reușit să stabilească o entitate independentă puternică, înzestrată cu capacitatea de a verifica respectarea tratatului. Lipsa de autoritate suprastatală a subminat capacitatea de a impune respectarea celor mai importante dezvoltări. Date fiind natura anarhică a societății internaționale, ar putea fi în interesul securității naționale să se păstreze stocurile.","Armele chimice continuă să exercite o influență hotărâtoare asupra societății internaționale. Încă din anii 1970, strateștii militari erau convinși de efectele de descurajare pe care armele chimice le-ar putea avea, comparabile cu logica supraviețuirii prin atacul secundar al descurajării nucleare. Preferințele strateștilor au dus la continuarea fabricării și stocării de arme, creând o criză internațională a stabilității.","Deși CWC a fost ratificată de majoritatea societății internaționale, unele națiuni care dispun de o mare capacitare chimică nu au intrat încă în tratat. Cu toate acestea, pentru unii analiști, potențialul militar distructiv ar fi limitat, având un efect moderat asupra unei armate bine echipate în războiul convențional. Arsenalul chimic cade, în esență, în categoria armelor de „buzunar”, fiind simplist și ieftin, dar având o utilitate militară limitată. Cu toate acestea, îngrijorarea rămâne cu privire la impactul potențial pe care un atac chimic terorist ar putea să-l aibă asupra populațiilor civile.",D,D. Armstrong: Efectul armelor chimice și nucleare asupra armelor convenționale și a strategiilor militare.,security_studies/val/1
"O soție a fost notificată de o companie aeriană că avionul soțului ei s-a prăbușit. Toți pasagerii erau raportați pierduți pe mare și probabil scufundați. Soția, după ce a făcut cercetări diligente în bună credință, a ajuns la concluzia că soțul ei a murit. Trei ani mai târziu, ea s-a recăsătorit. Câteva luni după recăsătorirea ei, ziarul a anunțat că soțul ei a fost găsit pe o insulă pustie și a fost salvat. Ulterior, soția a fost acuzată în temeiul legii de bigamie. „Oricine, fiind căsătorit, va săvârși căsătoria cu o altă persoană în timpul vieții fostului soț va fi găsit vinovat de o infracțiune gravă: cu condiția ca nimic în această lege să nu fie extins la orice persoană care se căsătorește pentru a doua oară și al cărei soț/partener a fost absent continuu de la acea persoană timp de șapte ani și nu a fost cunoscut de către acea persoană că trăiește în acest timp.” În privința acuzației de bigamie, soția trebuie găsită",vinovată.,"nevinovată, din cauza greșelii de fapt a soției cu privire la moartea soțului.","nevinovată, din cauza greșelii de drept a soției referitoare la moartea soțului.","nevinovată, deoarece soția nu avea voința criminală necesară pentru a fi trasă la răspundere penală.",A,A. Vinovată,professional_law/val/53
"Un reclamant înaintează o acțiune împotriva unui defendant de stabilire a proprietății asupra proprietății ripariene de la malul unui lac. În cauză este nivelul mediu al apei din lac. În ultimii câțiva ani, un pescar comercial a ținut zi de zi jurnale ale nivelului apei din lac. Pentru pregătirea procesului, reclamantul a angajat un grafician pentru a pregăti grafice din jurnalele pescarului pentru a stabili linia de graniță a proprietății. Bazându-se pe informațiile din jurnalele pescarului, graficianul a compilat mai multe grafice, pe care reclamantul dorește să le prezinte ca probe. În proces, s-a determinat că pescarul este expert în calcularea nivelului apei. Defendantul se opune prezentării graficelor ca dovezi. Cel mai probabil, instanța va decide că:","sunt admisibile, deoarece pescarul este expert în calcularea nivelului apei.","sunt admisibile, deoarece sunt rezumate ale unor înregistrări voluminoase.","nu sunt admisibile, deoarece graficele sunt mărturii care nu se încadrează în nicio excepție recunoscută.","nu sunt admisibile, deoarece jurnalele zilnice ale pescarului sunt cea mai bună dovadă a nivelului apei din lac.",B,"C. Nu sunt admise, deoarece graficele sunt testimoniile care nu se încadrează în nicio excepție recunoscută.",professional_law/val/141
